siparis_id,tarih,urun,sehir,adet,birim_fiyat,musteri_id
31970,2024-09-25,Monitör,Antalya,2,12345.05,1813
31971,2024-07-17,SSD Disk,İzmir,2,1416.46,1079
31972,2023-03-13,Mikrofon,Mersin,2,14119.21,4913
31973,2024-01-23,Webcam,İstanbul,5,8051.35,5891
31974,2024-06-04,Klavye,Konya,5,2999.94,2525
31975,2024-06-27,Yazıcı,Adana,1,934.58,2213
31976,2024-06-07,RAM,Bursa,3,409.88,3026
31977,2024-07-31,Klavye,Konya,3,10738.26,6247
31978,2023-11-29,Şarj Cihazı,İstanbul,2,14835.84,7159
31979,2023-05-07,Mikrofon,İstanbul,5,4880.07,6745
31980,2023-06-14,Laptop,Bursa,1,6141.13,1088
31981,2024-12-22,Laptop,İstanbul,2,5139.65,3903
31982,2023-08-20,Kulaklık,Kayseri,1,2509.37,6591
31983,2024-03-14,Kulaklık,Kayseri,5,9866.83,292
31984,2023-11-17,Kamera,Konya,1,3765.73,4512
31985,2023-03-13,Şarj Cihazı,İstanbul,5,12078.78,1271
31986,2024-12-04,Hoparlör,Kayseri,1,5989.33,4914
31987,2023-09-21,RAM,Antalya,5,11459.53,6108
31988,2023-12-28,Telefon,Konya,3,8783.43,272
31989,2023-07-27,Monitör,Gaziantep,2,8449.37,2242
31990,2023-11-12,Laptop,Konya,1,14731.88,551
31991,2024-04-06,SSD Disk,Mersin,5,12888.09,7340
31992,2024-05-23,Mouse,Kayseri,4,10017.44,2896
31993,2023-12-06,SSD Disk,İstanbul,4,4049.03,3114
31994,2023-09-20,SSD Disk,Mersin,4,11860.29,3874
31995,2024-06-19,Klavye,Antalya,4,13387.86,6095
31996,2023-11-19,Kulaklık,Mersin,4,1442.58,510
31997,2023-10-21,Klavye,Antalya,3,11080.89,5669
31998,2023-02-19,RAM,İstanbul,2,587.17,2681
31999,2024-09-04,Tablet,Ankara,3,1059.97,7380
32000,2024-04-22,Yazıcı,Konya,1,2471.25,4584
32001,2024-08-07,Tablet,İzmir,3,11790.82,1813
32002,2023-11-28,Telefon,Gaziantep,2,9249.5,3579
32003,2024-03-27,Kulaklık,İzmir,1,5588.94,5360
32004,2024-02-08,RAM,İstanbul,4,13980.93,6659
32005,2024-01-04,RAM,Adana,3,12947.41,2834
32006,2023-07-18,Hoparlör,İstanbul,4,10845.91,4219
32007,2023-03-22,Monitör,Kayseri,4,14322.81,2639
32008,2023-10-09,Tablet,Bursa,5,10081.11,3482
32009,2024-03-24,Kamera,Bursa,2,11911.81,4229
32010,2023-09-16,SSD Disk,İstanbul,5,3576.94,2661
32011,2023-07-15,SSD Disk,Konya,2,14143.59,7180
32012,2023-05-10,Tablet,Gaziantep,2,6845.61,3190
32013,2023-12-01,Mikrofon,Mersin,5,11895.57,7981
32014,2023-11-10,Tablet,Adana,5,7228.81,7123
32015,2023-08-05,SSD Disk,İstanbul,5,14848.72,4318
32016,2024-12-21,Hoparlör,Adana,1,3469.35,3973
32017,2023-05-23,Şarj Cihazı,Antalya,5,13508.12,3821
32018,2024-10-24,Telefon,Adana,4,2149.34,6926
32019,2024-11-24,Mikrofon,Bursa,2,10979.13,5223
32020,2023-10-12,Şarj Cihazı,Antalya,1,9157.08,648
32021,2023-07-11,Laptop,İzmir,3,12716.74,3016
32022,2024-04-08,Kulaklık,Konya,4,1158.08,126
32023,2024-02-17,Telefon,Adana,3,250.14,6140
32024,2023-12-13,Şarj Cihazı,Adana,2,7560.35,695
32025,2024-08-29,Webcam,Mersin,4,7862.0,6014
32026,2023-08-27,Kamera,İzmir,2,11924.56,6878
32027,2023-01-08,SSD Disk,Ankara,2,12177.67,6820
32028,2023-12-04,Hoparlör,Gaziantep,3,4265.5,2040
32029,2024-05-10,SSD Disk,Ankara,2,9872.25,6386
32030,2024-04-07,RAM,Gaziantep,2,7324.19,4340
32031,2023-11-02,Monitör,İzmir,2,1292.27,6532
32032,2023-05-09,Klavye,Konya,4,8025.98,5323
32033,2023-04-24,Hoparlör,Bursa,4,1631.3,7883
32034,2024-06-27,Laptop,Kayseri,3,722.6,5987
32035,2024-05-06,Kulaklık,Ankara,5,7995.98,3574
32036,2023-01-11,Klavye,İzmir,4,2112.13,7145
32037,2023-09-22,Kamera,Gaziantep,3,4809.71,7893
32038,2023-10-05,Hoparlör,Adana,5,1487.02,3479
32039,2024-02-14,Mikrofon,Kayseri,3,3350.6,5319
32040,2024-09-30,SSD Disk,İstanbul,1,4870.51,6009
32041,2024-05-06,Kamera,İzmir,4,3203.84,7615
32042,2023-04-27,Mikrofon,İzmir,1,1632.92,410
32043,2023-11-28,Klavye,Mersin,4,7122.72,7453
32044,2023-09-27,Yazıcı,Konya,1,11316.75,169
32045,2023-04-20,Hoparlör,Mersin,1,10198.45,6664
32046,2023-04-09,Tablet,Adana,1,6906.48,6845
32047,2023-11-14,RAM,Konya,5,13899.88,158
32048,2024-12-11,RAM,Gaziantep,3,10641.92,5624
32049,2024-05-30,Mikrofon,Mersin,2,8951.44,7813
32050,2024-04-14,Webcam,Mersin,2,13938.7,72
32051,2024-09-30,Hoparlör,Bursa,5,2430.61,3502
32052,2024-05-04,Tablet,Kayseri,3,10034.64,6049
32053,2024-06-23,Yazıcı,İstanbul,3,7674.5,2774
32054,2023-09-25,RAM,Konya,3,6414.14,4652
32055,2023-05-10,Hoparlör,İstanbul,5,11459.29,7285
32056,2024-12-29,Mikrofon,Gaziantep,3,3567.25,1364
32057,2023-10-05,Kulaklık,Bursa,4,9455.11,3836
32058,2024-05-17,RAM,Mersin,3,11087.41,2808
32059,2023-09-24,Mikrofon,Adana,5,6872.18,5115
32060,2023-09-11,Hoparlör,Mersin,4,4117.16,2772
32061,2023-05-24,Telefon,Mersin,5,1566.42,7601
32062,2023-02-06,Kulaklık,Antalya,2,10044.91,1624
32063,2024-03-17,RAM,Ankara,2,111.87,2207
32064,2023-09-14,Laptop,Antalya,4,1272.38,1702
32065,2024-01-30,Klavye,Gaziantep,4,13599.8,1785
32066,2024-10-03,Hoparlör,Gaziantep,3,7194.95,2401
32067,2023-01-19,Klavye,İstanbul,3,935.74,7873
32068,2024-03-19,RAM,İzmir,4,9812.3,6243
32069,2024-01-24,Laptop,İstanbul,1,6673.96,4553
32070,2024-07-12,Hoparlör,Gaziantep,4,5884.03,701
32071,2023-06-17,Mouse,İstanbul,5,10695.11,6285
32072,2023-11-15,Mikrofon,İzmir,2,1059.94,2018
32073,2024-04-26,Telefon,Antalya,5,4758.52,4195
32074,2023-03-29,Şarj Cihazı,İzmir,1,2748.59,2993
32075,2024-12-21,Yazıcı,İstanbul,5,3436.95,133
32076,2023-06-28,Monitör,Antalya,5,6564.74,6955
32077,2023-12-03,Monitör,Gaziantep,2,13817.16,5670
32078,2023-01-14,Şarj Cihazı,Antalya,3,13917.25,7981
32079,2023-04-23,Tablet,Konya,3,9860.08,5380
32080,2024-06-13,Laptop,Antalya,5,8918.91,2789
32081,2024-03-22,SSD Disk,Mersin,5,1157.22,7805
32082,2023-01-01,Hoparlör,Konya,2,2162.01,1778
32083,2023-08-05,Mikrofon,Konya,2,3857.11,1854
32084,2024-04-14,Telefon,Ankara,3,4839.81,5398
32085,2024-11-06,Hoparlör,İzmir,5,3799.79,5051
32086,2024-02-19,Kulaklık,Ankara,2,7212.62,4333
32087,2023-08-09,Tablet,Kayseri,1,6640.22,2570
32088,2024-12-31,Şarj Cihazı,İstanbul,5,2137.41,6239
32089,2024-01-26,Tablet,İzmir,1,6297.9,6927
32090,2023-06-10,Webcam,Antalya,4,3405.61,2163
32091,2023-04-20,Yazıcı,Adana,4,14180.58,2995
32092,2023-04-18,Şarj Cihazı,Gaziantep,4,8602.06,5339
32093,2023-08-21,Klavye,İstanbul,4,7362.0,3921
32094,2023-03-11,RAM,Antalya,1,14212.49,3783
32095,2023-06-02,Mouse,Konya,5,3840.85,4603
32096,2023-10-06,Hoparlör,Antalya,3,12376.42,667
32097,2024-03-13,Yazıcı,Gaziantep,3,3274.82,29
32098,2024-11-26,Yazıcı,Antalya,3,3623.19,5027
32099,2023-05-19,Kamera,Adana,3,2629.54,7326
32100,2024-06-09,SSD Disk,Konya,3,14032.73,7404
32101,2024-06-29,Klavye,Mersin,1,10989.92,1292
32102,2024-04-22,Hoparlör,Adana,3,9632.15,3782
32103,2023-12-05,Tablet,Ankara,4,5730.76,7857
32104,2024-08-28,Klavye,Kayseri,5,8127.72,5583
32105,2023-12-09,Kamera,Gaziantep,5,1440.51,5394
32106,2023-07-28,Telefon,Kayseri,5,10200.95,1575
32107,2024-02-28,Klavye,Konya,5,842.64,1233
32108,2024-10-22,Kamera,İstanbul,3,8374.85,2894
32109,2024-06-30,Klavye,Bursa,5,5307.55,3318
32110,2024-08-01,RAM,Bursa,4,4105.61,5454
32111,2023-11-26,Hoparlör,Konya,1,9417.8,6198
32112,2024-08-07,Hoparlör,Gaziantep,3,9693.87,3855
32113,2024-02-23,Hoparlör,İzmir,1,8653.19,3293
32114,2023-08-10,Mouse,Gaziantep,3,13258.99,5265
32115,2024-05-20,SSD Disk,İzmir,1,12163.22,7713
32116,2023-04-27,Monitör,Bursa,4,1277.7,6429
32117,2023-01-27,Telefon,İstanbul,2,8771.44,5517
32118,2024-12-20,Tablet,İzmir,5,6215.49,3967
32119,2024-03-27,SSD Disk,Ankara,3,12672.1,4881
32120,2023-04-25,Kulaklık,Mersin,4,4835.71,5599
32121,2024-11-04,Şarj Cihazı,Bursa,5,5504.26,1678
32122,2023-03-21,Klavye,Gaziantep,4,2661.74,3378
32123,2023-08-13,Laptop,Bursa,5,12792.2,2098
32124,2023-01-11,Şarj Cihazı,Bursa,4,3285.95,2803
32125,2024-06-04,RAM,Bursa,5,12669.61,5148
32126,2024-11-19,Monitör,İzmir,3,272.82,7532
32127,2023-06-07,Mouse,Adana,1,4693.58,6736
32128,2023-02-03,Tablet,Mersin,2,14439.36,2858
32129,2024-01-18,Webcam,İzmir,3,10959.3,3330
32130,2023-05-09,Mikrofon,Bursa,3,9204.57,7927
32131,2024-09-19,Laptop,Mersin,3,10300.67,2648
32132,2024-05-18,Telefon,Antalya,1,603.4,3113
32133,2023-10-28,RAM,Gaziantep,3,3504.18,2208
32134,2023-04-17,Şarj Cihazı,Ankara,2,7003.61,7162
32135,2023-07-26,Kulaklık,Adana,1,14138.8,1820
32136,2023-11-18,Monitör,Mersin,4,12124.07,6620
32137,2024-02-19,Webcam,Adana,4,13747.42,3891
32138,2024-10-04,Şarj Cihazı,Kayseri,2,9639.1,3669
32139,2024-01-25,Kulaklık,Adana,1,7135.61,3573
32140,2023-03-19,Mikrofon,Bursa,4,8231.76,2529
32141,2023-06-12,Şarj Cihazı,Konya,2,9205.09,7819
32142,2024-10-25,Yazıcı,Mersin,2,3112.41,1257
32143,2023-08-22,Monitör,Kayseri,5,6512.12,3596
32144,2024-04-11,Monitör,Bursa,3,3197.05,1546
32145,2024-08-04,Mouse,İzmir,5,1746.84,3141
32146,2024-03-21,RAM,Kayseri,5,9701.85,36
32147,2024-11-09,Laptop,Kayseri,2,5998.04,352
32148,2024-11-05,Monitör,Bursa,3,14497.02,7520
32149,2023-02-18,Tablet,İstanbul,2,10673.38,5041
32150,2023-09-18,Mikrofon,Gaziantep,2,14034.32,651
32151,2023-03-07,Tablet,Konya,2,7524.57,5135
32152,2023-04-20,Tablet,İstanbul,5,8821.65,4194
32153,2023-05-26,Telefon,İzmir,5,4284.99,3363
32154,2023-04-15,Yazıcı,Konya,2,10898.25,1250
32155,2023-05-01,Şarj Cihazı,Antalya,1,5066.08,5633
32156,2023-02-16,Monitör,İstanbul,2,7921.93,4557
32157,2024-04-16,RAM,Gaziantep,3,7842.69,7466
32158,2023-10-08,Tablet,Ankara,3,13367.7,5046
32159,2024-12-17,Şarj Cihazı,Bursa,3,437.72,4451
32160,2024-08-16,Webcam,İzmir,2,692.37,5896
32161,2023-08-24,Webcam,Mersin,5,2390.46,5775
32162,2023-06-09,Webcam,Gaziantep,2,14738.87,1385
32163,2023-04-05,Klavye,Mersin,4,4587.7,5962
32164,2023-08-14,Laptop,Konya,3,4888.02,7353
32165,2023-06-30,SSD Disk,Ankara,2,11536.72,945
32166,2023-05-12,Tablet,Gaziantep,3,7976.76,5344
32167,2023-07-10,Mikrofon,Ankara,4,13272.66,2162
32168,2023-08-11,Kamera,Bursa,4,11378.73,3788
32169,2024-02-25,Mouse,Gaziantep,1,4208.04,2675
32170,2024-02-01,Webcam,Gaziantep,1,9062.06,7277
32171,2023-08-01,Monitör,Antalya,1,1353.63,93
32172,2023-11-20,Kulaklık,Antalya,2,14107.15,6085
32173,2024-02-02,Şarj Cihazı,Adana,3,7031.5,4538
32174,2023-12-08,Mikrofon,Ankara,4,2028.98,2863
32175,2024-07-08,Klavye,Ankara,1,10591.18,6007
32176,2023-11-13,Şarj Cihazı,İstanbul,1,2817.03,3045
32177,2023-12-15,Kulaklık,Bursa,1,13489.55,6434
32178,2024-11-18,Laptop,Ankara,3,14303.53,3778
32179,2023-07-18,Şarj Cihazı,Gaziantep,5,13537.04,4446
32180,2023-03-19,Monitör,Adana,4,11392.83,6868
32181,2024-01-24,RAM,İstanbul,1,12572.5,929
32182,2023-10-14,Şarj Cihazı,Kayseri,3,5838.91,3755
32183,2023-02-14,Şarj Cihazı,Kayseri,1,1153.81,3623
32184,2023-01-16,Monitör,Gaziantep,3,8969.08,688
32185,2024-06-29,Yazıcı,İstanbul,4,14577.85,6863
32186,2023-07-13,Kamera,Kayseri,1,2600.45,63
32187,2024-09-10,Yazıcı,Konya,2,8708.03,5365
32188,2024-04-27,SSD Disk,Adana,3,5259.23,1363
32189,2024-06-16,Kulaklık,Gaziantep,2,9523.93,2698
32190,2024-01-29,Tablet,İzmir,2,8710.42,7045
32191,2023-11-23,Kulaklık,Bursa,2,8218.77,1861
32192,2024-12-05,Laptop,İzmir,4,8923.35,7011
32193,2024-02-23,Telefon,Adana,1,1051.44,1296
32194,2023-02-28,Şarj Cihazı,Adana,5,171.77,3301
32195,2024-02-21,Monitör,Antalya,2,4787.86,799
32196,2024-09-26,SSD Disk,Bursa,1,14799.25,4313
32197,2023-10-06,Yazıcı,İstanbul,5,5034.52,7543
32198,2023-01-20,Mouse,Ankara,4,3029.03,4304
32199,2024-04-20,Tablet,Antalya,3,8969.98,7027
32200,2023-10-18,Webcam,Mersin,3,2102.21,6770
32201,2024-09-05,Telefon,Antalya,3,10393.34,4443
32202,2023-01-16,RAM,Kayseri,2,9596.93,4040
32203,2023-12-26,Kamera,Adana,2,13212.89,5150
32204,2023-01-01,Şarj Cihazı,Adana,1,14999.91,2638
32205,2024-06-08,Monitör,Adana,1,11686.1,6119
32206,2024-10-26,Kulaklık,Mersin,5,14167.69,4345
32207,2024-12-01,Klavye,Gaziantep,2,14853.26,3720
32208,2023-12-11,Şarj Cihazı,Bursa,2,5278.88,2026
32209,2023-09-28,Kulaklık,Kayseri,4,13095.97,4569
32210,2024-10-28,Mikrofon,Ankara,4,12471.08,2925
32211,2023-01-22,Mouse,Konya,1,2577.27,1744
32212,2023-04-10,Laptop,Bursa,1,8626.78,5547
32213,2023-02-20,Laptop,Konya,3,8311.5,1669
32214,2024-12-09,Yazıcı,Bursa,1,7488.37,4337
32215,2023-12-10,Monitör,İstanbul,1,12792.26,5696
32216,2023-11-04,Klavye,Adana,5,8137.17,6923
32217,2023-04-13,Kamera,Antalya,3,13302.87,5085
32218,2023-07-19,Klavye,Bursa,1,1078.3,5850
32219,2023-11-23,Mikrofon,İzmir,3,11576.46,4098
32220,2023-07-31,RAM,Konya,4,14188.36,1108
32221,2023-12-18,Webcam,Gaziantep,2,2860.57,2264
32222,2023-11-26,Webcam,Mersin,2,12127.0,6693
32223,2023-05-05,Kamera,Gaziantep,5,5851.32,5635
32224,2024-04-20,Kamera,Bursa,3,13303.84,2350
32225,2023-01-13,SSD Disk,Kayseri,2,8244.91,2631
32226,2023-05-17,Kulaklık,Bursa,1,264.0,4089
32227,2023-04-09,Mikrofon,İzmir,2,13230.5,6023
32228,2024-08-13,Yazıcı,Kayseri,5,8327.64,5284
32229,2023-08-06,SSD Disk,Kayseri,3,11561.64,7587
32230,2024-06-08,RAM,Mersin,5,5175.5,7378
32231,2024-08-27,Monitör,Konya,5,10217.35,7857
32232,2023-01-21,Mouse,Gaziantep,5,13187.81,7927
32233,2024-12-15,Kulaklık,Mersin,1,9861.71,2598
32234,2023-07-07,Laptop,İstanbul,5,1525.98,287
32235,2024-06-23,RAM,Antalya,3,12339.6,1732
32236,2023-11-21,Mouse,Ankara,2,8229.09,5588
32237,2024-01-14,Mikrofon,İstanbul,4,13448.89,3550
32238,2024-08-01,Mouse,Ankara,1,6332.41,2712
32239,2023-01-22,Webcam,Konya,1,12278.87,4735
32240,2024-09-04,Telefon,Antalya,1,13708.04,2101
32241,2024-04-20,Hoparlör,Konya,1,9043.82,3201
32242,2024-10-24,Telefon,Antalya,3,13290.77,6632
32243,2023-01-31,Telefon,Gaziantep,4,6403.79,6119
32244,2024-02-01,Hoparlör,Gaziantep,2,13389.77,1181
32245,2024-07-30,Webcam,İzmir,5,12661.34,1569
32246,2023-03-02,Telefon,İzmir,2,10755.51,7464
32247,2024-08-25,Yazıcı,Gaziantep,1,4101.85,6514
32248,2023-06-05,Hoparlör,Gaziantep,3,5074.51,7644
32249,2023-09-09,Webcam,Kayseri,4,11608.85,6712
32250,2023-04-02,Tablet,Ankara,1,13620.8,6455
32251,2023-09-09,Tablet,Antalya,1,14485.07,5906
32252,2023-02-08,Laptop,Mersin,1,2127.89,4897
32253,2024-11-06,Yazıcı,Kayseri,5,7124.2,2333
32254,2024-05-06,Webcam,Kayseri,1,13404.75,5575
32255,2024-06-26,RAM,Kayseri,1,1801.08,709
32256,2024-02-21,Kulaklık,İzmir,2,11856.44,6475
32257,2023-04-07,Monitör,Ankara,1,10686.09,1923
32258,2024-11-18,Yazıcı,İstanbul,2,8399.08,471
32259,2023-08-30,Mikrofon,İstanbul,5,4115.04,1626
32260,2023-05-30,Telefon,Konya,4,14465.07,7676
32261,2024-10-24,Mikrofon,Bursa,1,6125.87,6886
32262,2023-10-30,Webcam,Antalya,5,2832.3,1325
32263,2024-03-24,RAM,Mersin,5,13569.03,6445
32264,2023-11-04,Telefon,Antalya,1,12335.38,6167
32265,2024-05-08,Yazıcı,Adana,3,5052.37,5612
32266,2023-08-05,Yazıcı,Gaziantep,1,74.16,7192
32267,2023-08-04,RAM,Gaziantep,2,10114.45,1454
32268,2024-04-24,Monitör,Adana,2,7023.42,1601
32269,2023-11-07,Webcam,İstanbul,2,9588.01,4734
32270,2023-01-09,Webcam,Antalya,1,9593.28,7224
32271,2023-07-02,Kulaklık,İzmir,1,3450.07,240
32272,2024-02-25,Laptop,Bursa,5,6565.09,7183
32273,2023-04-08,Laptop,İzmir,1,12437.31,4915
32274,2024-11-06,RAM,İstanbul,1,383.56,6147
32275,2023-04-26,Mikrofon,Antalya,1,14163.55,66
32276,2023-12-20,Webcam,Bursa,4,2076.42,267
32277,2024-01-16,Hoparlör,Konya,4,1828.35,1039
32278,2023-05-23,Laptop,Adana,2,14096.46,182
32279,2023-03-16,Monitör,İzmir,5,8587.33,4670
32280,2023-01-04,Kamera,Konya,4,11843.56,2500
32281,2023-08-27,Şarj Cihazı,Bursa,3,4397.32,5882
32282,2023-02-09,Kulaklık,Bursa,2,4866.32,1821
32283,2024-05-31,Klavye,Mersin,4,4390.25,568
32284,2023-11-06,Klavye,Konya,4,12296.17,2153
32285,2024-06-12,Yazıcı,Konya,3,8216.63,2065
32286,2024-07-26,Monitör,Gaziantep,3,6205.33,5827
32287,2024-01-18,Mikrofon,Gaziantep,5,8635.85,6071
32288,2024-05-10,Tablet,Ankara,1,11682.34,408
32289,2023-10-29,Yazıcı,Mersin,5,6915.12,4337
32290,2023-08-04,Yazıcı,İstanbul,2,4501.85,3748
32291,2024-07-10,Klavye,İstanbul,5,1399.07,7442
32292,2023-07-09,Telefon,Mersin,1,4132.98,7402
32293,2024-10-22,Şarj Cihazı,Gaziantep,2,9289.41,6310
32294,2024-02-21,Klavye,İzmir,2,307.14,5332
32295,2023-01-01,Klavye,Ankara,5,8450.94,132
32296,2024-04-07,Webcam,Mersin,1,9959.45,2571
32297,2024-11-23,RAM,İzmir,5,7009.86,70
32298,2024-07-27,Mouse,Gaziantep,2,9609.15,1850
32299,2023-06-03,Hoparlör,Bursa,2,3734.69,5520
32300,2023-06-17,Tablet,Adana,2,6460.72,5633
32301,2023-06-12,SSD Disk,Konya,2,9586.02,1574
32302,2024-07-07,Şarj Cihazı,Adana,2,3225.44,3425
32303,2024-02-20,SSD Disk,Konya,1,12206.43,7804
32304,2023-07-15,Webcam,İstanbul,2,6277.3,3893
32305,2023-02-17,Kamera,Ankara,3,320.19,7837
32306,2024-10-04,RAM,Antalya,1,12682.94,6029
32307,2023-03-24,RAM,Konya,3,2167.81,5472
32308,2024-04-23,Kamera,Antalya,1,14032.57,7151
32309,2023-04-23,Laptop,Gaziantep,2,10204.75,6989
32310,2024-09-09,Webcam,Konya,1,5575.11,5129
32311,2024-03-01,Kamera,Mersin,4,9774.61,4344
32312,2023-05-29,Mikrofon,Adana,2,4163.14,4329
32313,2024-01-16,Mikrofon,İzmir,2,5669.69,4958
32314,2024-06-18,Hoparlör,İzmir,2,8192.41,7645
32315,2023-09-03,Kamera,İzmir,1,3473.66,7337
32316,2024-06-08,SSD Disk,Adana,2,10170.71,7776
32317,2024-10-01,Telefon,Kayseri,1,12712.42,3473
32318,2023-11-22,Kamera,Antalya,2,4236.43,5346
32319,2024-07-26,Kamera,Bursa,1,2999.45,3055
32320,2023-01-14,Hoparlör,Adana,4,4327.73,5147
32321,2024-06-18,Monitör,Adana,5,3571.13,6416
32322,2023-06-29,Laptop,Ankara,1,3713.27,618
32323,2024-01-27,Mouse,Antalya,2,8051.56,4372
32324,2023-07-17,Telefon,İstanbul,3,6788.82,7580
32325,2024-03-16,Yazıcı,Kayseri,2,6534.69,6894
32326,2023-08-12,Webcam,Kayseri,2,10781.67,243
32327,2024-07-30,Kulaklık,Mersin,3,13524.38,5570
32328,2023-03-19,Mikrofon,Ankara,4,5625.4,7562
32329,2024-01-09,Webcam,Kayseri,5,8326.65,5388
32330,2024-10-05,Laptop,Adana,3,459.72,6485
32331,2024-07-25,Webcam,Ankara,1,3049.46,1574
32332,2023-03-03,Webcam,İzmir,1,6040.25,6873
32333,2023-12-11,Telefon,Gaziantep,5,11760.11,5771
32334,2023-03-15,Webcam,Gaziantep,3,985.53,2581
32335,2024-02-22,SSD Disk,Adana,2,1734.73,5578
32336,2023-03-16,Mouse,Antalya,4,6713.7,97
32337,2024-06-20,Laptop,Bursa,2,10619.63,2338
32338,2024-01-07,RAM,Kayseri,3,11656.9,726
32339,2024-09-09,Kamera,Ankara,2,4569.46,6939
32340,2024-10-31,SSD Disk,Ankara,2,2715.99,3094
32341,2024-03-02,Kulaklık,Mersin,4,8243.82,5987
32342,2024-01-11,Laptop,Kayseri,3,5443.2,4095
32343,2024-11-08,Telefon,Antalya,1,14570.68,1904
32344,2023-01-20,Kamera,Mersin,5,7833.21,2827
32345,2023-02-22,SSD Disk,İstanbul,4,5330.81,1618
32346,2023-09-29,Şarj Cihazı,Adana,4,6570.28,4947
32347,2023-03-24,Laptop,Mersin,3,7479.63,668
32348,2024-04-22,Telefon,Gaziantep,2,11475.5,3456
32349,2023-02-08,Webcam,İzmir,5,8715.56,1449
32350,2023-12-09,Yazıcı,Antalya,1,4178.78,7439
32351,2023-03-02,Yazıcı,İzmir,1,4978.17,1646
32352,2023-11-13,Telefon,Kayseri,4,14343.22,438
32353,2023-10-04,Mouse,Mersin,2,9220.66,3807
32354,2024-10-28,Laptop,Ankara,5,3218.67,7188
32355,2023-07-08,RAM,Gaziantep,1,9937.66,5542
32356,2023-07-19,Klavye,Antalya,2,271.05,3549
32357,2023-01-27,Telefon,İzmir,1,12849.3,218
32358,2023-05-16,Laptop,Adana,5,12780.51,7662
32359,2024-11-14,Klavye,Antalya,2,10666.63,6015
32360,2023-04-17,Mouse,Konya,3,1085.57,5311
32361,2023-07-07,RAM,Ankara,1,6011.65,937
32362,2024-02-24,Yazıcı,Bursa,4,5494.88,1247
32363,2023-12-10,Hoparlör,Kayseri,2,13215.57,3964
32364,2023-02-20,Kamera,Antalya,3,1494.87,2609
32365,2023-04-24,Hoparlör,Kayseri,1,4326.3,2528
32366,2024-10-21,RAM,Konya,5,3054.85,3010
32367,2023-08-03,RAM,Konya,1,14047.54,3160
32368,2024-10-27,Kulaklık,Konya,4,13654.13,6665
32369,2023-06-22,Kulaklık,Adana,5,12224.21,117
32370,2023-01-31,Telefon,Adana,2,1453.09,893
32371,2023-07-07,Monitör,Antalya,3,4074.49,4648
32372,2024-12-29,RAM,Kayseri,4,10901.56,7694
32373,2023-04-30,Mouse,İstanbul,3,7874.1,829
32374,2024-01-01,Webcam,Bursa,1,279.35,2003
32375,2024-05-15,Tablet,Kayseri,2,11873.03,2231
32376,2024-10-22,Mikrofon,Antalya,5,5503.11,206
32377,2024-02-16,Mikrofon,Kayseri,3,14615.85,4202
32378,2024-06-23,Şarj Cihazı,Kayseri,5,14265.07,1069
32379,2023-07-11,Mouse,İzmir,2,8762.64,5027
32380,2024-12-10,SSD Disk,Gaziantep,5,822.54,1908
32381,2023-02-15,Laptop,Bursa,5,8877.59,777
32382,2023-09-15,Laptop,Gaziantep,5,8038.21,7861
32383,2024-07-21,Tablet,Mersin,1,10945.66,7861
32384,2023-04-22,Laptop,Mersin,5,7799.32,3445
32385,2024-06-14,Yazıcı,Gaziantep,2,3104.48,5757
32386,2023-01-25,Mouse,Antalya,2,6910.52,4976
32387,2024-05-07,Kulaklık,Ankara,5,3249.26,3235
32388,2024-04-12,Webcam,Bursa,4,1871.84,4130
32389,2024-01-10,Kamera,İzmir,3,7179.5,814
32390,2023-02-11,Mikrofon,Adana,5,7887.95,7061
32391,2023-03-17,Klavye,Konya,3,11977.26,2299
32392,2023-03-26,Kulaklık,Kayseri,3,4469.79,4179
32393,2024-12-02,Şarj Cihazı,İzmir,5,10110.31,6315
32394,2024-06-19,Hoparlör,Konya,1,1853.18,6397
32395,2023-05-05,Telefon,Adana,1,1991.89,4067
32396,2023-04-10,Telefon,Antalya,5,4473.74,526
32397,2024-03-08,Yazıcı,Ankara,3,12087.67,2371
32398,2023-02-20,Laptop,Ankara,3,3198.97,647
32399,2023-03-23,Şarj Cihazı,Ankara,2,2942.72,71
32400,2023-04-23,Kulaklık,Kayseri,5,2343.95,1430
32401,2024-10-31,Tablet,Bursa,5,7756.08,522
32402,2024-10-08,Şarj Cihazı,Bursa,3,8486.74,4201
32403,2023-05-09,SSD Disk,Gaziantep,2,7779.95,1992
32404,2024-05-03,Mikrofon,Konya,3,14776.69,2682
32405,2023-06-03,RAM,İzmir,3,2630.01,2620
32406,2023-06-20,Webcam,Adana,5,9823.74,3187
32407,2024-08-22,Klavye,Konya,3,2648.58,3923
32408,2024-03-31,Şarj Cihazı,Adana,2,12250.57,497
32409,2024-12-26,RAM,Kayseri,2,2578.94,3123
32410,2024-08-13,Mikrofon,Ankara,3,13296.39,890
32411,2024-09-03,Hoparlör,İzmir,4,1839.33,442
32412,2023-11-21,Kamera,Kayseri,2,6687.59,7088
32413,2024-06-20,Klavye,Antalya,5,7597.19,4679
32414,2024-09-20,Laptop,Mersin,3,13117.91,1226
32415,2023-05-23,SSD Disk,Antalya,2,672.41,7122
32416,2023-07-08,Tablet,Kayseri,3,10313.47,2652
32417,2023-11-28,Kulaklık,İstanbul,4,11943.05,16
32418,2024-08-01,SSD Disk,Mersin,3,4914.38,456
32419,2023-05-04,RAM,İzmir,5,8516.75,7625
